kawalcovid_provinsi,time,harian,lat_pulau_terbesar,lon_pulau_terbesar
Bali,10/3/2020,105,-8.355988108,115.1164467
Bali,10/4/2020,111,-8.355988108,115.1164467
Bali,10/5/2020,83,-8.355988108,115.1164467
Bali,10/6/2020,99,-8.355988108,115.1164467
Bali,10/7/2020,105,-8.355988108,115.1164467
Bali,10/8/2020,107,-8.355988108,115.1164467
Bali,10/9/2020,138,-8.355988108,115.1164467
Bali,10/10/2020,131,-8.355988108,115.1164467
Bali,10/11/2020,107,-8.355988108,115.1164467
Bali,10/12/2020,93,-8.355988108,115.1164467
Bali,10/13/2020,76,-8.355988108,115.1164467
Bali,10/14/2020,109,-8.355988108,115.1164467
Bali,10/15/2020,100,-8.355988108,115.1164467
Bali,10/16/2020,92,-8.355988108,115.1164467
Bali,10/17/2020,92,-8.355988108,115.1164467
Bali,10/18/2020,74,-8.355988108,115.1164467
Bali,10/19/2020,109,-8.355988108,115.1164467
Bali,10/20/2020,75,-8.355988108,115.1164467
Bali,10/21/2020,87,-8.355988108,115.1164467
Bali,10/22/2020,83,-8.355988108,115.1164467
Bali,10/23/2020,78,-8.355988108,115.1164467
Bali,10/24/2020,76,-8.355988108,115.1164467
Bali,10/25/2020,109,-8.355988108,115.1164467
Bali,10/26/2020,67,-8.355988108,115.1164467
Bali,10/27/2020,65,-8.355988108,115.1164467
Bali,10/28/2020,68,-8.355988108,115.1164467
Bali,10/29/2020,59,-8.355988108,115.1164467
Bali,10/30/2020,65,-8.355988108,115.1164467
Bali,10/31/2020,52,-8.355988108,115.1164467
Bali,11/1/2020,57,-8.355988108,115.1164467
Bali,11/2/2020,25,-8.355988108,115.1164467
Bali,11/3/2020,60,-8.355988108,115.1164467
Bali,11/4/2020,73,-8.355988108,115.1164467
Bali,11/5/2020,60,-8.355988108,115.1164467
Bali,11/6/2020,74,-8.355988108,115.1164467
Bali,11/7/2020,68,-8.355988108,115.1164467
Bali,11/8/2020,44,-8.355988108,115.1164467
Bali,11/9/2020,68,-8.355988108,115.1164467
Bali,11/10/2020,44,-8.355988108,115.1164467
Bali,11/11/2020,93,-8.355988108,115.1164467
Bali,11/12/2020,89,-8.355988108,115.1164467
Bali,11/13/2020,64,-8.355988108,115.1164467
Bali,11/14/2020,48,-8.355988108,115.1164467
Bali,11/15/2020,60,-8.355988108,115.1164467
Bali,11/16/2020,7,-8.355988108,115.1164467
Bali,11/17/2020,2,-8.355988108,115.1164467
Bali,11/18/2020,69,-8.355988108,115.1164467
Bali,11/19/2020,88,-8.355988108,115.1164467
Bali,11/20/2020,61,-8.355988108,115.1164467
Bali,11/21/2020,94,-8.355988108,115.1164467
Bali,11/22/2020,103,-8.355988108,115.1164467
Bali,11/23/2020,68,-8.355988108,115.1164467
Bali,11/24/2020,111,-8.355988108,115.1164467
Bali,11/25/2020,95,-8.355988108,115.1164467
Bali,11/26/2020,111,-8.355988108,115.1164467
